                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                   1.45,                 2.8184,                  1.647,                0.01385,                0.72815,                0.32501,                0.18116,                 1.6743,                 3.2756,                 1.7723,             0.00025722,             0.00025722,             0.00025722
                      2,                 1.3219,                 1.8588,                 1.5165,                      1,                0.09299,                0.39784,                0.24388,                 1.5867,                 3.1442,                 1.8543,              0.0005235,              0.0005235,              0.0005235
                      3,                 1.3924,                 1.7166,                 1.5312,                0.80589,                0.34421,                0.47347,                0.26248,                 1.7498,                  2.712,                 2.0194,              0.0007844,              0.0007844,              0.0007844
                      4,                 1.4072,                 1.7061,                 1.5442,                0.48239,                0.43303,                0.50048,                0.20457,                 1.8383,                 2.6984,                 2.1214,              0.0010399,              0.0010399,              0.0010399
                      5,                 1.4136,                 1.6843,                 1.5522,                0.54132,                0.53705,                0.61773,                 0.3217,                 1.7909,                 2.4074,                  1.928,              0.0012901,              0.0012901,              0.0012901
                      6,                 1.3922,                 1.6598,                 1.5479,                0.62128,                 0.7463,                0.69546,                0.33748,                 1.9319,                 1.8479,                 2.3859,              0.0013583,              0.0013583,              0.0013583
                      7,                 1.3889,                 1.5652,                 1.5546,                 0.7166,                0.73561,                0.70103,                0.34533,                 1.8571,                 1.7221,                 2.0738,              0.0013583,              0.0013583,              0.0013583
                      8,                  1.356,                 1.4717,                 1.5303,                0.90052,                0.58295,                0.65199,                0.34891,                 1.7361,                 1.7881,                 1.8997,              0.0013441,              0.0013441,              0.0013441
                      9,                 1.3367,                 1.4277,                 1.5028,                0.57866,                0.75556,                0.65386,                0.35712,                 1.7192,                 1.7294,                 1.9424,                0.00133,                0.00133,                0.00133
                     10,                  1.364,                 1.4307,                 1.5172,                0.68639,                 0.6263,                0.65411,                0.36676,                 1.6292,                 1.7655,                 1.8685,              0.0013158,              0.0013158,              0.0013158
                     11,                 1.2852,                 1.3707,                  1.472,                0.67999,                  0.659,                0.67692,                0.35977,                 1.7357,                 1.6008,                 2.0155,              0.0013017,              0.0013017,              0.0013017
                     12,                 1.3314,                 1.3425,                 1.4874,                0.72632,                0.71712,                0.71936,                0.35324,                 1.7879,                 1.5888,                 1.8922,              0.0012875,              0.0012875,              0.0012875
                     13,                 1.2805,                 1.3016,                 1.4587,                0.56288,                0.74735,                 0.6977,                0.38381,                 1.6964,                 1.6239,                 1.8076,              0.0012734,              0.0012734,              0.0012734
                     14,                 1.3114,                 1.2765,                 1.4582,                0.61449,                0.66222,                0.67855,                0.38996,                 1.7395,                 1.5542,                 1.8898,              0.0012592,              0.0012592,              0.0012592
                     15,                 1.3135,                 1.2615,                 1.4821,                0.58697,                0.72481,                  0.707,                0.40208,                 1.6079,                 1.4777,                 1.7634,              0.0012451,              0.0012451,              0.0012451
                     16,                 1.3458,                 1.2617,                 1.4836,                0.62572,                0.66889,                0.65668,                0.37064,                 1.7003,                 1.5538,                 1.8199,              0.0012309,              0.0012309,              0.0012309
                     17,                 1.2637,                 1.1739,                 1.4448,                0.59503,                0.77118,                0.70031,                0.39542,                 1.6428,                 1.2844,                 1.6552,              0.0012168,              0.0012168,              0.0012168
                     18,                 1.2877,                 1.2141,                 1.4546,                0.69188,                0.67556,                0.69236,                0.38644,                 1.7144,                 1.4542,                 1.7834,              0.0012026,              0.0012026,              0.0012026
                     19,                 1.2871,                 1.1846,                 1.4302,                0.61782,                0.60556,                0.65931,                0.38195,                   1.72,                 1.5169,                 1.8465,              0.0011885,              0.0011885,              0.0011885
                     20,                  1.301,                 1.2194,                 1.4649,                0.74412,                0.64889,                0.68942,                0.41132,                 1.6695,                 1.3442,                 1.7226,              0.0011744,              0.0011744,              0.0011744
                     21,                 1.2577,                 1.1437,                 1.4383,                0.62945,                0.64148,                0.65344,                0.36578,                 1.6681,                 1.4439,                 1.7636,              0.0011602,              0.0011602,              0.0011602
                     22,                 1.2428,                 1.1236,                 1.4105,                0.62086,                0.72889,                0.68642,                0.38041,                 1.7466,                 1.3277,                 1.7883,              0.0011461,              0.0011461,              0.0011461
                     23,                 1.2289,                 1.1183,                 1.4136,                0.58859,                0.68323,                0.64539,                0.39825,                 1.5358,                 1.2546,                 1.6199,              0.0011319,              0.0011319,              0.0011319
                     24,                 1.2541,                 1.1369,                 1.4325,                0.66972,                0.67896,                0.69951,                0.39826,                 1.5916,                 1.2761,                  1.687,              0.0011178,              0.0011178,              0.0011178
                     25,                 1.2491,                 1.0877,                 1.4166,                0.58492,                0.72583,                0.68027,                0.39646,                 1.6957,                 1.2997,                 1.7393,              0.0011036,              0.0011036,              0.0011036
                     26,                 1.2557,                 1.1002,                 1.4519,                0.66652,                0.76481,                0.71274,                0.40855,                 1.5865,                 1.2133,                 1.6299,              0.0010895,              0.0010895,              0.0010895
                     27,                 1.2292,                 1.1039,                 1.4238,                0.65827,                0.73542,                0.68448,                0.38506,                 1.7205,                 1.3041,                 1.8155,              0.0010753,              0.0010753,              0.0010753
                     28,                 1.1984,                 1.0884,                 1.4099,                0.60563,                0.75418,                0.70702,                0.41269,                 1.5984,                 1.2237,                 1.7285,              0.0010612,              0.0010612,              0.0010612
                     29,                 1.2095,                 1.0712,                 1.4127,                0.63224,                0.70148,                0.68999,                0.42547,                 1.5119,                  1.166,                 1.5992,               0.001047,               0.001047,               0.001047
                     30,                 1.2141,                 1.0349,                 1.3941,                0.64888,                0.69036,                0.68279,                0.39214,                 1.6879,                 1.2577,                 1.7879,              0.0010329,              0.0010329,              0.0010329
                     31,                 1.1823,                  1.046,                 1.3947,                 0.6101,                0.65481,                0.67007,                0.41916,                 1.4923,                  1.217,                 1.5958,              0.0010187,              0.0010187,              0.0010187
                     32,                 1.1911,                 1.0711,                 1.3915,                0.60978,                0.61786,                0.69089,                0.41952,                 1.6009,                 1.3198,                 1.6916,              0.0010046,              0.0010046,              0.0010046
                     33,                  1.139,                 1.0225,                 1.3751,                0.66774,                  0.776,                0.71751,                0.41387,                 1.5646,                 1.1417,                 1.6698,             0.00099044,             0.00099044,             0.00099044
                     34,                 1.1835,                 1.0136,                 1.4048,                0.71612,                0.76481,                0.73597,                0.44568,                 1.5687,                 1.1197,                 1.7063,             0.00097629,             0.00097629,             0.00097629
                     35,                 1.1736,                  1.023,                  1.391,                0.66698,                0.70148,                0.67621,                 0.3906,                 1.5808,                 1.2462,                 1.6833,             0.00096215,             0.00096215,             0.00096215
                     36,                 1.1976,                 1.0311,                 1.4085,                0.57287,                0.64963,                0.66282,                0.39782,                 1.5469,                 1.2557,                 1.6681,               0.000948,               0.000948,               0.000948
                     37,                 1.1874,                 1.0487,                 1.4109,                0.66199,                0.67613,                0.67351,                0.37565,                 1.6318,                   1.25,                 1.7152,             0.00093385,             0.00093385,             0.00093385
                     38,                 1.1698,                 1.0225,                 1.3798,                0.62148,                0.68101,                0.67324,                0.39749,                 1.5678,                 1.1852,                 1.6514,              0.0009197,              0.0009197,              0.0009197
                     39,                 1.1294,                0.97437,                 1.3623,                0.67735,                0.67148,                0.69753,                0.40803,                 1.5751,                 1.1646,                 1.7243,             0.00090556,             0.00090556,             0.00090556
                     40,                 1.1651,                0.99603,                 1.3931,                0.77683,                0.66312,                0.72008,                0.40764,                 1.5739,                 1.0856,                 1.7585,             0.00089141,             0.00089141,             0.00089141
                     41,                 1.1579,                 1.0119,                 1.3812,                0.64523,                0.67556,                0.69328,                0.39855,                 1.5138,                 1.1959,                 1.7022,             0.00087726,             0.00087726,             0.00087726
                     42,                 1.1687,                 1.0209,                   1.39,                0.58722,                0.61889,                 0.6544,                0.40092,                 1.5675,                 1.2866,                 1.7588,             0.00086312,             0.00086312,             0.00086312
                     43,                 1.1402,                0.97167,                  1.367,                0.66782,                 0.6606,                0.70269,                 0.4316,                 1.5444,                 1.1521,                   1.66,             0.00084897,             0.00084897,             0.00084897
                     44,                 1.1421,                0.96763,                 1.3656,                0.61183,                0.72889,                0.70025,                0.41282,                 1.5474,                 1.1086,                 1.6348,             0.00083482,             0.00083482,             0.00083482
                     45,                 1.1529,                0.97022,                 1.3682,                0.68287,                0.71556,                 0.7147,                0.41752,                 1.5356,                 1.0827,                 1.6374,             0.00082067,             0.00082067,             0.00082067
                     46,                   1.09,                0.93441,                 1.3318,                0.64984,                0.76496,                0.70032,                0.40292,                 1.5313,                 1.1988,                 1.6535,             0.00080653,             0.00080653,             0.00080653
                     47,                 1.1104,                0.97059,                 1.3453,                0.54144,                0.73866,                0.68306,                0.39568,                  1.544,                 1.2076,                 1.7213,             0.00079238,             0.00079238,             0.00079238
                     48,                 1.1328,                0.96537,                 1.3578,                0.66241,                0.62556,                0.69365,                0.41588,                  1.533,                 1.2135,                 1.6259,             0.00077823,             0.00077823,             0.00077823
                     49,                 1.0891,                0.94586,                 1.3237,                0.67391,                0.67995,                0.70593,                0.41109,                 1.5431,                  1.172,                 1.6684,             0.00076409,             0.00076409,             0.00076409
                     50,                  1.094,                0.94461,                 1.3419,                 0.6394,                0.69977,                0.69768,                0.43336,                 1.4766,                 1.1191,                  1.611,             0.00074994,             0.00074994,             0.00074994
                     51,                 1.0824,                0.91528,                 1.3311,                0.68873,                0.71069,                0.69305,                0.40059,                 1.5927,                  1.133,                 1.7147,             0.00073579,             0.00073579,             0.00073579
                     52,                 1.1123,                0.94079,                 1.3433,                0.66717,                0.64981,                0.69607,                0.42094,                 1.5266,                 1.0769,                 1.6484,             0.00072164,             0.00072164,             0.00072164
                     53,                  1.086,                0.92892,                 1.3307,                0.64314,                0.61556,                0.68206,                0.41406,                 1.5055,                 1.1264,                 1.6626,              0.0007075,              0.0007075,              0.0007075
                     54,                 1.0773,                0.92931,                 1.3217,                0.65934,                0.67222,                0.69341,                0.40549,                 1.5701,                 1.1419,                 1.7171,             0.00069335,             0.00069335,             0.00069335
                     55,                 1.0953,                0.90348,                 1.3226,                0.64166,                0.69586,                0.70856,                 0.4062,                 1.6391,                 1.1355,                 1.7404,              0.0006792,              0.0006792,              0.0006792
                     56,                 1.0664,                0.90212,                 1.2886,                0.59469,                0.62637,                0.68242,                0.43032,                 1.4407,                 1.1281,                 1.5755,             0.00066506,             0.00066506,             0.00066506
                     57,                 1.0846,                0.93422,                 1.3334,                0.64808,                0.56889,                0.68902,                0.39679,                 1.5334,                 1.1328,                 1.6641,             0.00065091,             0.00065091,             0.00065091
                     58,                 1.1312,                0.92951,                 1.3508,                0.58167,                0.70815,                0.67393,                 0.3988,                 1.5859,                 1.1287,                 1.6955,             0.00063676,             0.00063676,             0.00063676
                     59,                 1.0872,                0.89711,                 1.3168,                0.72307,                0.72481,                0.72124,                0.43339,                  1.533,                  1.092,                 1.6759,             0.00062262,             0.00062262,             0.00062262
                     60,                 1.0562,                0.88026,                 1.3057,                0.62092,                0.62119,                0.69017,                0.38771,                 1.6633,                 1.2286,                 1.7613,             0.00060847,             0.00060847,             0.00060847
                     61,                  1.069,                0.89526,                 1.3329,                0.59667,                0.74222,                0.69941,                0.45547,                 1.4229,                  1.082,                 1.5279,             0.00059432,             0.00059432,             0.00059432
                     62,                 1.0406,                0.87387,                 1.3117,                0.59575,                0.77119,                0.70465,                 0.3805,                 1.6593,                 1.1339,                 1.7428,             0.00058017,             0.00058017,             0.00058017
                     63,                 1.0557,                0.87175,                 1.3097,                0.63385,                0.78964,                0.72252,                0.41794,                 1.5518,                 1.0512,                 1.6384,             0.00056603,             0.00056603,             0.00056603
                     64,                 1.0682,                0.88713,                 1.2969,                0.59329,                0.74988,                0.70388,                0.36492,                 1.6645,                 1.1972,                  1.776,             0.00055188,             0.00055188,             0.00055188
                     65,                 1.0307,                0.88637,                 1.2878,                0.63467,                0.61889,                0.69654,                0.41858,                 1.5047,                 1.1002,                 1.6475,             0.00053773,             0.00053773,             0.00053773
                     66,                 1.0109,                0.86488,                 1.2796,                0.61335,                0.75148,                0.71913,                0.40931,                  1.486,                 1.0457,                   1.62,             0.00052359,             0.00052359,             0.00052359
                     67,                 1.0402,                0.86391,                 1.2856,                0.69505,                0.74815,                0.71066,                0.42777,                 1.5255,                 1.0837,                 1.6724,             0.00050944,             0.00050944,             0.00050944
                     68,                 1.0255,                0.86191,                 1.2863,                0.71719,                0.72148,                0.72601,                0.42413,                 1.5522,                 1.0267,                 1.6579,             0.00049529,             0.00049529,             0.00049529
                     69,                 1.0041,                0.85078,                 1.2699,                0.63444,                0.73285,                0.68609,                0.41233,                 1.5604,                 1.0684,                 1.6971,             0.00048114,             0.00048114,             0.00048114
                     70,                 1.0145,                0.85789,                 1.2912,                0.65669,                0.72481,                0.69581,                0.41935,                 1.5762,                 1.0695,                 1.7394,               0.000467,               0.000467,               0.000467
                     71,                 1.0037,                0.84667,                 1.2783,                0.67708,                0.75148,                0.71747,                0.43475,                  1.512,                 1.0114,                 1.6785,             0.00045285,             0.00045285,             0.00045285
                     72,                 1.0155,                0.85408,                 1.2906,                0.60295,                0.76481,                0.70372,                0.42478,                 1.5134,                 1.0721,                 1.6598,              0.0004387,              0.0004387,              0.0004387
                     73,                0.97669,                0.82068,                 1.2483,                0.70108,                0.63222,                0.68829,                0.40548,                 1.5756,                 1.0862,                 1.7247,             0.00042456,             0.00042456,             0.00042456
                     74,                0.98724,                0.83264,                  1.269,                0.65648,                0.64481,                 0.6834,                0.39039,                 1.6015,                 1.1436,                 1.7581,             0.00041041,             0.00041041,             0.00041041
                     75,                0.97628,                0.84022,                 1.2562,                0.61644,                0.71148,                0.69198,                0.41279,                 1.5564,                 1.0613,                 1.7292,             0.00039626,             0.00039626,             0.00039626
                     76,                 1.0146,                0.88054,                 1.3017,                0.59169,                0.77815,                0.69579,                0.41936,                 1.5267,                 1.0136,                 1.6846,             0.00038211,             0.00038211,             0.00038211
                     77,                0.99897,                0.83217,                 1.2698,                 0.6248,                0.73513,                0.70398,                0.40845,                 1.6063,                 1.0838,                 1.7675,             0.00036797,             0.00036797,             0.00036797
                     78,                0.99303,                0.80987,                 1.2613,                0.69172,                0.72238,                0.70143,                 0.4126,                 1.6073,                 1.0454,                 1.7371,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.9771,                0.80979,                  1.255,                0.73729,                0.72889,                0.72793,                 0.4302,                 1.5844,                0.97017,                 1.7021,             0.00033967,             0.00033967,             0.00033967
                     80,                0.95124,                 0.7787,                 1.2359,                0.71791,                0.74366,                 0.7196,                0.42557,                 1.5427,                 1.0406,                 1.6954,             0.00032553,             0.00032553,             0.00032553
                     81,                0.96623,                0.80496,                 1.2479,                0.65825,                0.73815,                0.69888,                0.40983,                 1.5778,                 1.0566,                 1.7227,             0.00031138,             0.00031138,             0.00031138
                     82,                0.94413,                0.78518,                 1.2361,                0.65387,                0.72481,                0.69272,                0.41987,                 1.5652,                 1.0444,                 1.7247,             0.00029723,             0.00029723,             0.00029723
                     83,                 0.9389,                0.78885,                  1.232,                 0.6599,                0.74893,                0.70817,                0.42258,                 1.6061,                 1.0453,                 1.7461,             0.00028308,             0.00028308,             0.00028308
                     84,                0.91945,                0.76126,                  1.218,                0.61652,                0.75688,                0.71515,                0.40339,                 1.6438,                 1.0414,                 1.7828,             0.00026894,             0.00026894,             0.00026894
                     85,                0.93812,                 0.7888,                 1.2369,                0.69033,                0.74305,                0.72554,                0.40736,                 1.6497,                 1.0359,                 1.8092,             0.00025479,             0.00025479,             0.00025479
                     86,                 0.9298,                0.77445,                 1.2344,                 0.7181,                0.73266,                0.71266,                0.43272,                 1.5352,                 1.0061,                 1.7016,             0.00024064,             0.00024064,             0.00024064
                     87,                0.88393,                0.73987,                 1.1962,                0.68673,                0.72089,                0.70923,                0.40194,                 1.6172,                 1.0234,                 1.7567,              0.0002265,              0.0002265,              0.0002265
                     88,                0.91343,                0.77021,                 1.2108,                 0.6943,                0.72148,                0.70115,                0.41202,                 1.5811,                 1.0389,                 1.7544,             0.00021235,             0.00021235,             0.00021235
                     89,                0.93343,                0.77317,                 1.2263,                0.68641,                  0.706,                0.70572,                 0.4231,                 1.5522,                 1.0366,                 1.7223,              0.0001982,              0.0001982,              0.0001982
                     90,                0.88091,                0.76546,                 1.1982,                 0.6273,                 0.7825,                0.70351,                0.42051,                 1.5581,                 1.0072,                  1.714,             0.00018406,             0.00018406,             0.00018406
                     91,                0.94788,                0.83073,                 1.2799,                0.66859,                0.73643,                0.71232,                0.43187,                 1.5048,                0.97372,                 1.6569,             0.00016991,             0.00016991,             0.00016991
                     92,                0.91578,                0.77315,                 1.2233,                0.70087,                0.71855,                0.71084,                0.42839,                 1.5468,                0.97748,                 1.7216,             0.00015576,             0.00015576,             0.00015576
                     93,                0.89603,                0.74265,                 1.2259,                0.66826,                0.72148,                 0.6975,                0.39882,                 1.6281,                 1.0403,                 1.8094,             0.00014161,             0.00014161,             0.00014161
                     94,                0.88473,                0.72387,                 1.2032,                0.66971,                 0.8006,                0.71375,                 0.4303,                 1.5271,                 1.0091,                 1.7113,             0.00012747,             0.00012747,             0.00012747
                     95,                0.85113,                 0.6997,                 1.1919,                0.72602,                0.74994,                0.72106,                0.42682,                 1.5324,                0.99373,                 1.7153,             0.00011332,             0.00011332,             0.00011332
                     96,                 0.8708,                0.71644,                 1.2037,                0.70665,                0.71834,                0.71756,                0.42079,                 1.5978,                 1.0226,                 1.7888,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.85805,                0.70601,                 1.1948,                0.73116,                0.70725,                0.71914,                0.42093,                 1.5887,                 1.0205,                 1.7734,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.84297,                0.70214,                 1.1861,                0.73123,                0.74762,                0.72488,                0.43121,                 1.5559,                 1.0069,                 1.7401,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.85609,                0.71067,                 1.2017,                0.73872,                0.75148,                0.72301,                0.43373,                 1.5418,                0.99731,                 1.7255,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.85191,                0.70224,                 1.1975,                0.70497,                0.73857,                0.72024,                0.42588,                  1.565,                 1.0013,                 1.7565,             4.2584e-05,             4.2584e-05,             4.2584e-05
